3865.07	0.001
4310.55	0.002
4807.36	0.002
5361.44	0.002
5979.38	0.002
6668.54	0.003
7437.13	0.008
8294.3	0.012
9250.27	0.013
10316.4	0.016
11505.4	0.023
12831.5	0.031
14310.4	0.044
15959.8	0.057
17799.2	0.072
19850.7	0.085
22138.6	0.094
24690.2	0.113
27535.9	0.129
30709.6	0.155
34249.1	0.183
38196.5	0.194
42598.8	0.225
47508.6	0.253
52984.3	0.269
59091	0.295
65901.6	0.331
73497.2	0.35
81968.1	0.373
91415.5	0.388
101952	0.417
113702	0.447
126807	0.474
141422	0.51
157722	0.534
175900	0.55
196174	0.575
218784	0.595
244000	0.617
272123	0.644
303487	0.664
338465	0.683
377475	0.699
420982	0.733
469502	0.759
523615	0.773
583965	0.784
651271	0.8
726333	0.813
810048	0.818
903410	0.832
1.00753e+06	0.842
1.12366e+06	0.856
1.25317e+06	0.873
1.3976e+06	0.887
1.55868e+06	0.897
1.73833e+06	0.912
1.93868e+06	0.928
2.16213e+06	0.937
2.41133e+06	0.948
2.68925e+06	0.955
2.9992e+06	0.963
3.34487e+06	0.969
3.73039e+06	0.978
4.16034e+06	0.982
4.63984e+06	0.984
5.17461e+06	0.985
5.77102e+06	0.986
6.43616e+06	0.988
7.17797e+06	0.99
8.00527e+06	0.99
8.92793e+06	0.991
9.95692e+06	0.991
1.11045e+07	0.992
1.23844e+07	0.993
1.38118e+07	0.995
1.54036e+07	0.995
1.7179e+07	0.995
1.9159e+07	0.995
2.13672e+07	0.996
2.38299e+07	0.996
2.65764e+07	0.996
2.96395e+07	0.997
3.30556e+07	0.998
3.68655e+07	0.998
4.11144e+07	0.998
4.58531e+07	0.998
5.11379e+07	0.998
5.70319e+07	0.999
6.36052e+07	0.999
7.0936e+07	0.999
7.91118e+07	0.999
8.82299e+07	0.999
9.8399e+07	0.999
1.0974e+08	0.999
1.22388e+08	0.999
1.36494e+08	0.999
1.52226e+08	0.999
1.69771e+08	0.999
1.89338e+08	1
