113.058	0.0021267
122.462	0
132.648	0.000906306
143.682	0
155.634	0.00231736
168.58	0
182.602	0.00131674
197.791	0.000607813
214.244	0
232.064	0.000518046
251.368	0.000956527
272.277	0.000441536
294.925	0.000815258
319.457	0.000752652
346.03	0.000347427
374.813	0.000320747
405.99	0.000296116
439.761	0.000546752
476.34	0.000504765
515.963	0.000233001
558.881	0.000215108
605.369	0.00019859
655.724	0
710.268	0
769.349	0
833.344	0.000288524
902.662	0
977.746	0.000122956
1059.08	0.000340542
1147.17	0.000209594
1242.59	9.67493e-05
1345.95	0
1457.91	8.24604e-05
1579.18	7.6128e-05
1710.54	0
1852.82	0.00012977
2006.94	0.000119804
2173.88	5.5302e-05
2354.71	5.10552e-05
2550.57	0
2762.73	8.70298e-05
2992.54	8.03465e-05
3241.46	0
3511.09	0
3803.14	0
4119.49	5.83664e-05
4462.15	0.000107769
4833.32	4.97463e-05
5235.36	0
5670.84	2.11997e-05
6142.55	1.95717e-05
6653.49	1.80687e-05
7206.93	1.66812e-05
7806.41	4.62005e-05
8455.75	0
9159.11	5.25029e-05
9920.97	1.21178e-05
10746.2	0
11640.1	1.03281e-05
12608.3	1.90699e-05
13657.1	8.80275e-06
14793.1	4.87606e-05
16023.6	7.50268e-06
17356.5	6.92653e-06
18800.2	6.39462e-06
20364	1.77107e-05
22057.9	1.09004e-05
23892.7	5.03166e-06
25880.1	4.64527e-06
28032.8	4.28854e-06
30364.6	1.58368e-05
32890.4	3.65517e-06
35626.2	3.37448e-06
38589.6	3.11534e-06
41799.6	0
45276.5	0
49042.6	0
53122	0
57540.8	0
62327.1	1.92886e-06
67511.5	0
73127.1	0
79209.9	1.51774e-06
85798.7	0
92935.5	0
100666	0
109039	0
118109	0
127934	0
138575	0
150102	0
162588	0
176112	0
190761	6.30212e-07
206629	0
223817	0
242434	0
262600	0
284443	4.22651e-07
308103	0
